,SØK PÅ ADRESSE: tast ctrl + F,,,28.09 DENNE LISTEN BLIR OPPDATERT! GJELDER LERKENDAL BYDEL! Her er et kart du kan se hvordan byen er inndelt :  https://kart.trondheim.kommune.no/map/helse_oms/#10/63.3610/10.5386/topo_graa-helsestasjonsone-bydel,
gatenr,Gatenavn,husnr,bokstav,Helsestasjonstilhørighet,"Alle husnummer tilknyttet
 samme helsestasjon?"
6690,Sivert Thonstads vei,27,,Rosten,nei
6690,Sivert Thonstads vei,28,A,Saupstad,nei
6690,Sivert Thonstads vei,28,B,Saupstad,nei
6690,Sivert Thonstads vei,29,,Rosten,nei
6690,Sivert Thonstads vei,30,,Saupstad,nei
6690,Sivert Thonstads vei,30,B,Saupstad,nei
6690,Sivert Thonstads vei,30,C,Saupstad,nei
6690,Sivert Thonstads vei,31,,Rosten,nei
6690,Sivert Thonstads vei,32,A,Saupstad,nei
6690,Sivert Thonstads vei,32,B,Saupstad,nei
6690,Sivert Thonstads vei,34,,Saupstad,nei
6690,Sivert Thonstads vei,34,B,Saupstad,nei
6690,Sivert Thonstads vei,35,,Rosten,nei
6690,Sivert Thonstads vei,36,,Saupstad,nei
6690,Sivert Thonstads vei,4,A,Saupstad,nei
6690,Sivert Thonstads vei,4,B,Saupstad,nei
6690,Sivert Thonstads vei,5,,Rosten,nei
6690,Sivert Thonstads vei,6,,Saupstad,nei
6690,Sivert Thonstads vei,6,A,Saupstad,nei
6690,Sivert Thonstads vei,6,B,Saupstad,nei
6690,Sivert Thonstads vei,6,C,Saupstad,nei
6690,Sivert Thonstads vei,7,,Rosten,nei
6690,Sivert Thonstads vei,8,A,Saupstad,nei
6690,Sivert Thonstads vei,8,B,Saupstad,nei
6690,Sivert Thonstads vei,8,C,Saupstad,nei
6690,Sivert Thonstads vei,8,D,Saupstad,nei
6690,Sivert Thonstads vei,8,E,Saupstad,nei
6690,Sivert Thonstads vei,9,A,Rosten,nei
6690,Sivert Thonstads vei,9,B,Rosten,nei
9420,Sjøgangen,,,Sentrum,ja
6700,Sjømannsveien,,,Falkenborg,ja
6710,Sjøvegen,,,Falkenborg,ja
6720,Skansegata,,,Falkenborg,ja
1283,Skarpsnovegen,,,Klæbu,ja
6725,Skarsleite,,,Saupstad,ja
6730,Skavlans veg,,,Byåsen,ja
1284,Skillingsvegen,,,Klæbu,ja
6735,Skippergata,,,Falkenborg,ja
9297,Skirnbekkvegen,,,Saupstad,ja
6737,Skjefstadbakkan,,,Saupstad,ja
6740,Skjermvegen,,,Byåsen,ja
6742,Skjetleinskogen,,,Saupstad,ja
9231,Skjetleinvegen,,,Saupstad,ja
6745,Skjetnemarkvegen,,,Romolslia,ja
1286,Skjoldvegen,,,Klæbu,ja
6750,Skjæringen,,,Sentrum,ja
1407,Skjøla,,,Klæbu,ja
6755,Skogmusvegen,,,Saupstad,ja
9433,Skogranda,,,Falkenborg,ja
9229,Skogstadvegen,,,Saupstad,ja
6760,Skogvegen,,,Falkenborg,ja
6770,Skogvokterveien,,,Sentrum,ja
6780,Skolegata,,,Sentrum,ja
6778,Skolvegen,,,Saupstad,ja
1285,Skomakervegen,,,Klæbu,ja
6785,Skonnertvegen,,,Falkenborg,ja
6790,Skrenten,21,,Falkenborg,nei
6790,Skrenten,21,B,Falkenborg,nei
6790,Skrenten,23,,Falkenborg,nei
6790,Skrenten,24,,Sentrum,nei
6790,Skrenten,25,,Falkenborg,nei
6792,Skråstien,,,Byåsen,ja
6800,Skule Bårdsøns gate,,,Blussuvoll,ja
6805,Skyttarbakken,,,Saupstad,ja
6810,Skyttervegen,,,Saupstad,ja
6820,Skyåsvegen,1,,Sentrum,nei
6820,Skyåsvegen,10,,Sentrum,nei
6820,Skyåsvegen,11,,Sentrum,nei
6820,Skyåsvegen,12,,Sentrum,nei
6820,Skyåsvegen,13,,Sentrum,nei
6820,Skyåsvegen,14,,Sentrum,nei
6820,Skyåsvegen,15,,Sentrum,nei
6820,Skyåsvegen,16,,Sentrum,nei
6820,Skyåsvegen,17,,Sentrum,nei
6820,Skyåsvegen,18,,Sentrum,nei
6820,Skyåsvegen,19,,Falkenborg,nei
6820,Skyåsvegen,19,B,Falkenborg,nei
6820,Skyåsvegen,19,C,Falkenborg,nei
6820,Skyåsvegen,2,,Sentrum,nei
6820,Skyåsvegen,20,,Sentrum,nei
6820,Skyåsvegen,21,,Falkenborg,nei
6820,Skyåsvegen,21,A,Falkenborg,nei
6820,Skyåsvegen,21,B,Falkenborg,nei
6820,Skyåsvegen,22,,Sentrum,nei
6820,Skyåsvegen,23,,Falkenborg,nei
6820,Skyåsvegen,25,,Falkenborg,nei
6820,Skyåsvegen,26,,Sentrum,nei
6820,Skyåsvegen,27,A,Falkenborg,nei
6820,Skyåsvegen,27,B,Falkenborg,nei
6820,Skyåsvegen,27,C,Falkenborg,nei
6820,Skyåsvegen,28,A,Falkenborg,nei
6820,Skyåsvegen,28,B,Falkenborg,nei
6820,Skyåsvegen,28,C,Falkenborg,nei
6820,Skyåsvegen,29,,Falkenborg,nei
6820,Skyåsvegen,3,,Sentrum,nei
6820,Skyåsvegen,30,A,Falkenborg,nei
6820,Skyåsvegen,30,B,Falkenborg,nei
6820,Skyåsvegen,31,,Falkenborg,nei
6820,Skyåsvegen,32,,Falkenborg,nei
6820,Skyåsvegen,32,B,Falkenborg,nei
6820,Skyåsvegen,32,C,Falkenborg,nei
6820,Skyåsvegen,32,D,Falkenborg,nei
6820,Skyåsvegen,33,,Falkenborg,nei
6820,Skyåsvegen,33,B,Falkenborg,nei
6820,Skyåsvegen,34,,Falkenborg,nei
6820,Skyåsvegen,35,A,Falkenborg,nei
6820,Skyåsvegen,35,B,Falkenborg,nei
6820,Skyåsvegen,35,C,Falkenborg,nei
6820,Skyåsvegen,35,D,Falkenborg,nei
6820,Skyåsvegen,35,E,Falkenborg,nei
6820,Skyåsvegen,36,,Falkenborg,nei
6820,Skyåsvegen,37,,Falkenborg,nei
6820,Skyåsvegen,37,B,Falkenborg,nei
6820,Skyåsvegen,38,,Falkenborg,nei
6820,Skyåsvegen,39,,Falkenborg,nei
6820,Skyåsvegen,4,,Sentrum,nei
6820,Skyåsvegen,40,,Falkenborg,nei
6820,Skyåsvegen,41,,Falkenborg,nei
6820,Skyåsvegen,42,,Falkenborg,nei
6820,Skyåsvegen,44,,Falkenborg,nei
6820,Skyåsvegen,46,A,Falkenborg,nei
6820,Skyåsvegen,46,B,Falkenborg,nei
6820,Skyåsvegen,48,,Falkenborg,nei
6820,Skyåsvegen,48,A,Falkenborg,nei
6820,Skyåsvegen,5,,Sentrum,nei
6820,Skyåsvegen,50,,Falkenborg,nei
6820,Skyåsvegen,52,A,Falkenborg,nei
6820,Skyåsvegen,52,B,Falkenborg,nei
6820,Skyåsvegen,52,C,Falkenborg,nei
6820,Skyåsvegen,52,D,Falkenborg,nei
6820,Skyåsvegen,54,,Falkenborg,nei
6820,Skyåsvegen,56,,Falkenborg,nei
6820,Skyåsvegen,58,,Falkenborg,nei
6820,Skyåsvegen,6,,Sentrum,nei
6820,Skyåsvegen,60,,Falkenborg,nei
6820,Skyåsvegen,62,,Falkenborg,nei
6820,Skyåsvegen,64,,Falkenborg,nei
6820,Skyåsvegen,66,,Falkenborg,nei
6820,Skyåsvegen,68,,Falkenborg,nei
6820,Skyåsvegen,7,,Sentrum,nei
6820,Skyåsvegen,70,,Falkenborg,nei
6820,Skyåsvegen,72,,Falkenborg,nei
6820,Skyåsvegen,74,,Falkenborg,nei
6820,Skyåsvegen,76,,Falkenborg,nei
6820,Skyåsvegen,78,,Falkenborg,nei
6820,Skyåsvegen,8,A,Sentrum,nei
6820,Skyåsvegen,8,B,Sentrum,nei
6820,Skyåsvegen,80,,Falkenborg,nei
6820,Skyåsvegen,82,,Falkenborg,nei
6820,Skyåsvegen,84,,Falkenborg,nei
6820,Skyåsvegen,86,,Falkenborg,nei
6820,Skyåsvegen,9,,Sentrum,nei
6820,Skyåsvegen,90,,Falkenborg,nei
6820,Skyåsvegen,92,,Falkenborg,nei
6820,Skyåsvegen,94,,Falkenborg,nei
6820,Skyåsvegen,96,,Falkenborg,nei
6825,Skårgangen,,,Romolslia,ja
6830,Sleipnes vei,,,Falkenborg,ja
6835,Sluppenvegen,,,Nidarvoll,ja
6850,Smed-Johns veg,,,Rosten,ja
6840,Smedbakken,,,Sentrum,ja
6860,Smedstuveien,,,Falkenborg,ja
6862,Smiloftstykket,,,Romolslia,ja
9235,Smistadbakken,,,Romolslia,ja
9238,Smistadhaugen,,,Romolslia,ja
6865,Smistadvegen,1,,Romolslia,nei
6865,Smistadvegen,11,,Romolslia,nei
6865,Smistadvegen,13,,Romolslia,nei
6865,Smistadvegen,15,,Romolslia,nei
6865,Smistadvegen,17,,Romolslia,nei
6865,Smistadvegen,19,,Romolslia,nei
6865,Smistadvegen,21,,Romolslia,nei
6865,Smistadvegen,23,,Romolslia,nei
6865,Smistadvegen,25,,Romolslia,nei
6865,Smistadvegen,27,,Romolslia,nei
6865,Smistadvegen,3,,Romolslia,nei
6865,Smistadvegen,4,,Romolslia,nei
6865,Smistadvegen,40,,Romolslia,nei
6865,Smistadvegen,42,,Romolslia,nei
6865,Smistadvegen,44,,Romolslia,nei
6865,Smistadvegen,46,,Romolslia,nei
6865,Smistadvegen,50,A,Romolslia,nei
6865,Smistadvegen,50,B,Romolslia,nei
6865,Smistadvegen,58,,Saupstad,nei
6865,Smistadvegen,59,,Saupstad,nei
6865,Smistadvegen,6,,Romolslia,nei
6865,Smistadvegen,60,,Saupstad,nei
6865,Smistadvegen,61,,Saupstad,nei
6865,Smistadvegen,62,,Saupstad,nei
6865,Smistadvegen,65,,Saupstad,nei
6865,Smistadvegen,68,,Saupstad,nei
6865,Smistadvegen,70,A,Saupstad,nei
6865,Smistadvegen,70,B,Saupstad,nei
6865,Smistadvegen,8,,Romolslia,nei
6865,Smistadvegen,9,,Romolslia,nei
8781,Småullvegen,,,Klæbu,ja
6870,Smørblomstvegen,10,,Nidarvoll,nei
6870,Smørblomstvegen,11,,Nidarvoll,nei
6870,Smørblomstvegen,12,,Nidarvoll,nei
6870,Smørblomstvegen,13,,Nidarvoll,nei
6870,Smørblomstvegen,14,,Nidarvoll,nei
6870,Smørblomstvegen,15,,Nidarvoll,nei
6870,Smørblomstvegen,16,,Nidarvoll,nei
6870,Smørblomstvegen,17,,Nidarvoll,nei
6870,Smørblomstvegen,18,,Nidarvoll,nei
6870,Smørblomstvegen,19,,Nidarvoll,nei
6870,Smørblomstvegen,19,B,Nidarvoll,nei
6870,Smørblomstvegen,2,,Nidarvoll,nei
6870,Smørblomstvegen,20,A,Nidarvoll,nei
6870,Smørblomstvegen,20,B,Nidarvoll,nei
6870,Smørblomstvegen,21,,Nidarvoll,nei
6870,Smørblomstvegen,21,A,Nidarvoll,nei
6870,Smørblomstvegen,22,A,Nidarvoll,nei
6870,Smørblomstvegen,22,B,Nidarvoll,nei
6870,Smørblomstvegen,23,,Nidarvoll,nei
6870,Smørblomstvegen,24,A,Nidarvoll,nei
6870,Smørblomstvegen,24,B,Nidarvoll,nei
6870,Smørblomstvegen,25,,Nidarvoll,nei
6870,Smørblomstvegen,25,B,Nidarvoll,nei
6870,Smørblomstvegen,26,A,Nidarvoll,nei
6870,Smørblomstvegen,26,B,Nidarvoll,nei
6870,Smørblomstvegen,27,,Nidarvoll,nei
6870,Smørblomstvegen,28,A,Nidarvoll,nei
6870,Smørblomstvegen,28,B,Nidarvoll,nei
6870,Smørblomstvegen,29,,Nidarvoll,nei
6870,Smørblomstvegen,3,,Nidarvoll,nei
6870,Smørblomstvegen,30,A,Nidarvoll,nei
6870,Smørblomstvegen,30,B,Nidarvoll,nei
6870,Smørblomstvegen,31,,Nidarvoll,nei
6870,Smørblomstvegen,32,A,Nidarvoll,nei
6870,Smørblomstvegen,32,B,Nidarvoll,nei
6870,Smørblomstvegen,33,,Nidarvoll,nei
6870,Smørblomstvegen,34,A,Nidarvoll,nei
6870,Smørblomstvegen,34,B,Nidarvoll,nei
6870,Smørblomstvegen,35,,Nidarvoll,nei
6870,Smørblomstvegen,35,A,Nidarvoll,nei
6870,Smørblomstvegen,36,,Nidarvoll,nei
6870,Smørblomstvegen,36,A,Nidarvoll,nei
6870,Smørblomstvegen,37,,Nidarvoll,nei
6870,Smørblomstvegen,37,A,Nidarvoll,nei
6870,Smørblomstvegen,38,A,Nidarvoll,nei
6870,Smørblomstvegen,38,B,Nidarvoll,nei
6870,Smørblomstvegen,38,C,Nidarvoll,nei
6870,Smørblomstvegen,38,D,Nidarvoll,nei
6870,Smørblomstvegen,39,,Nidarvoll,nei
6870,Smørblomstvegen,39,A,Nidarvoll,nei
6870,Smørblomstvegen,40,,Nidarvoll,nei
6870,Smørblomstvegen,40,B,Nidarvoll,nei
6870,Smørblomstvegen,41,,Nidarvoll,nei
6870,Smørblomstvegen,41,A,Nidarvoll,nei
6870,Smørblomstvegen,42,,Nidarvoll,nei
6870,Smørblomstvegen,42,B,Nidarvoll,nei
6870,Smørblomstvegen,44,,Nidarvoll,nei
6870,Smørblomstvegen,44,B,Nidarvoll,nei
6870,Smørblomstvegen,45,,Blussuvoll,nei
6870,Smørblomstvegen,46,,Nidarvoll,nei
6870,Smørblomstvegen,47,,Blussuvoll,nei
6870,Smørblomstvegen,48,,Nidarvoll,nei
6870,Smørblomstvegen,5,,Nidarvoll,nei
6870,Smørblomstvegen,6,,Nidarvoll,nei
6870,Smørblomstvegen,7,,Nidarvoll,nei
6870,Smørblomstvegen,8,,Nidarvoll,nei
6870,Smørblomstvegen,9,,Nidarvoll,nei
1425,Sneeggvegen,,,Klæbu,ja
6890,Snorres gate,,,Sentrum,ja
9410,Sofustrøa,,,Saupstad,ja
6910,Solbakkestien,,,Byåsen,ja
9425,Solberghaugan,,,Saupstad,ja
6920,Solborgvegen,,,Sentrum,ja
9303,Solemsfaret,,,Falkenborg,ja
1426,Solemstrøa,,,Klæbu,ja
6930,Solemsvegen,,,Byåsen,ja
6940,Solhøgdvegen,,,Byåsen,ja
6942,Sollia,,,Nidarvoll,ja
6945,Solvangen,,,Byåsen,ja
9421,Solveig Abrahamsens veg,,,Falkenborg,ja
6950,Solvollvegen,,,Falkenborg,ja
6960,Sommerlystvegen,,,Sentrum,ja
6970,Sommerveita,,,Sentrum,ja
6975,Sorgenfriveien,,,Nidarvoll,ja
9201,Spongdalsvegen,,,Saupstad,ja
6980,Spovevegen,,,Sentrum,ja
1291,Spydvegen,,,Klæbu,ja
7110,St Jørgensveita,,,Sentrum,ja
7120,St Olavs gate,,,Sentrum,ja
7121,St. Olavs pir,,,Sentrum,ja
6990,Stabells veg,,,Byåsen,ja
7000,Stadsing Dahls gate,,,Falkenborg,ja
7005,Stallmestervegen,,,Falkenborg,ja
7010,Stampestien,,,Byåsen,ja
7020,Stampeverksvegen,,,Falkenborg,ja
7022,Starevegen,,,Sentrum,ja
7023,Starrmyra,,,Rosten,ja
7025,Statsråd Krohgs veg,,,Byåsen,ja
1424,Stavlundvegen,,,Klæbu,ja
7030,Stavnemovegen,,,Sentrum,ja
9432,Stavnevegen,,,Sentrum,ja
9263,Stavsengvegen,,,Saupstad,ja
7035,Stavsetsvingen,,,Byåsen,ja
7050,Stavsvegen,10,,Falkenborg,nei
7050,Stavsvegen,14,,Blussuvoll,nei
7050,Stavsvegen,18,,Blussuvoll,nei
7050,Stavsvegen,2,,Falkenborg,nei
7050,Stavsvegen,20,,Blussuvoll,nei
7050,Stavsvegen,22,,Blussuvoll,nei
7050,Stavsvegen,24,,Blussuvoll,nei
7050,Stavsvegen,30,,Blussuvoll,nei
7050,Stavsvegen,30,A,Blussuvoll,nei
7050,Stavsvegen,4,,Falkenborg,nei
7050,Stavsvegen,6,A,Falkenborg,nei
7050,Stavsvegen,6,B,Falkenborg,nei
7050,Stavsvegen,8,,Falkenborg,nei
7060,Steinanvegen,,,Blussuvoll,ja
7070,Steinberget,,,Sentrum,ja
7075,Steindalsvegen,,,Nidarvoll,ja
7078,Steinhaugen,,,Blussuvoll,ja
7081,Steinrabben,,,Blussuvoll,ja
9224,Steinsgrenda,,,Saupstad,ja
9225,Steinshyllvegen,,,Saupstad,ja
7085,Steintrøvegen,,,Blussuvoll,ja
7087,Steinåsen,,,Blussuvoll,ja
7090,Stiklestadveien,,,Falkenborg,ja
7100,Stjørdalsveien,,,Falkenborg,ja
7113,Stokkanhaugen,,,Falkenborg,ja
7115,Stokkbekken,,,Falkenborg,ja
9304,Stokkdalsvegen,,,Falkenborg,ja
7117,Stokkåsen,,,Falkenborg,ja
7122,Stolpstuvegen,,,Byåsen,ja
7125,Storflata,,,Romolslia,ja
1288,Storhagenvegen,,,Klæbu,ja
7130,Storhaugstien,,,Byåsen,ja
1290,Stormyrvegen,,,Klæbu,ja
1423,Storuglvegen,,,Klæbu,ja
1433,Storvollvegen,,,Klæbu,ja
7140,Strandveien,,,Falkenborg,ja
7145,Strindfjordvegen,,,Falkenborg,ja
7150,Strindheimvegen,,,Falkenborg,ja
7160,Strindvegen,10,,Sentrum,nei
7160,Strindvegen,11,,Blussuvoll,nei
7160,Strindvegen,12,,Sentrum,nei
7160,Strindvegen,13,,Blussuvoll,nei
7160,Strindvegen,14,A,Sentrum,nei
7160,Strindvegen,14,B,Sentrum,nei
7160,Strindvegen,15,,Blussuvoll,nei
7160,Strindvegen,16,,Sentrum,nei
7160,Strindvegen,17,A,Blussuvoll,nei
7160,Strindvegen,17,B,Blussuvoll,nei
7160,Strindvegen,18,A,Sentrum,nei
7160,Strindvegen,18,B,Sentrum,nei
7160,Strindvegen,19,A,Blussuvoll,nei
7160,Strindvegen,19,B,Blussuvoll,nei
7160,Strindvegen,19,C,Blussuvoll,nei
7160,Strindvegen,2,,Nidarvoll,nei
7160,Strindvegen,2,B,Nidarvoll,nei
7160,Strindvegen,20,,Sentrum,nei
7160,Strindvegen,21,,Blussuvoll,nei
7160,Strindvegen,22,,Sentrum,nei
7160,Strindvegen,23,,Blussuvoll,nei
7160,Strindvegen,24,,Sentrum,nei
7160,Strindvegen,25,A,Blussuvoll,nei
7160,Strindvegen,25,B,Blussuvoll,nei
7160,Strindvegen,26,,Sentrum,nei
7160,Strindvegen,27,,Blussuvoll,nei
7160,Strindvegen,28,A,Sentrum,nei
7160,Strindvegen,28,B,Sentrum,nei
7160,Strindvegen,29,,Blussuvoll,nei
7160,Strindvegen,29,B,Blussuvoll,nei
7160,Strindvegen,29,C,Blussuvoll,nei
7160,Strindvegen,29,D,Blussuvoll,nei
7160,Strindvegen,30,,Sentrum,nei
7160,Strindvegen,31,,Blussuvoll,nei
7160,Strindvegen,32,,Sentrum,nei
7160,Strindvegen,34,,Sentrum,nei
7160,Strindvegen,35,,Blussuvoll,nei
7160,Strindvegen,36,,Sentrum,nei
7160,Strindvegen,37,,Blussuvoll,nei
7160,Strindvegen,38,,Sentrum,nei
7160,Strindvegen,39,,Blussuvoll,nei
7160,Strindvegen,4,,Nidarvoll,nei
7160,Strindvegen,40,,Sentrum,nei
7160,Strindvegen,41,,Blussuvoll,nei
7160,Strindvegen,42,,Sentrum,nei
7160,Strindvegen,43,,Blussuvoll,nei
7160,Strindvegen,44,,Sentrum,nei
7160,Strindvegen,44,B,Sentrum,nei
7160,Strindvegen,45,,Blussuvoll,nei
7160,Strindvegen,46,A,Sentrum,nei
7160,Strindvegen,46,B,Sentrum,nei
7160,Strindvegen,47,A,Blussuvoll,nei
7160,Strindvegen,47,B,Blussuvoll,nei
7160,Strindvegen,47,C,Blussuvoll,nei
7160,Strindvegen,48,A,Sentrum,nei
7160,Strindvegen,48,B,Sentrum,nei
7160,Strindvegen,49,,Blussuvoll,nei
7160,Strindvegen,50,,Sentrum,nei
7160,Strindvegen,51,,Blussuvoll,nei
7160,Strindvegen,52,,Sentrum,nei
7160,Strindvegen,53,,Blussuvoll,nei
7160,Strindvegen,54,,Sentrum,nei
7160,Strindvegen,55,,Blussuvoll,nei
7160,Strindvegen,56,,Sentrum,nei
7160,Strindvegen,57,,Blussuvoll,nei
7160,Strindvegen,58,,Sentrum,nei
7160,Strindvegen,59,,Blussuvoll,nei
7160,Strindvegen,60,,Sentrum,nei
7160,Strindvegen,61,,Blussuvoll,nei
7160,Strindvegen,62,,Sentrum,nei
7160,Strindvegen,63,,Blussuvoll,nei
7160,Strindvegen,64,,Sentrum,nei
7160,Strindvegen,65,,Blussuvoll,nei
7160,Strindvegen,66,,Sentrum,nei
7160,Strindvegen,67,A,Blussuvoll,nei
7160,Strindvegen,67,B,Blussuvoll,nei
7160,Strindvegen,68,,Sentrum,nei
7160,Strindvegen,69,,Blussuvoll,nei
7160,Strindvegen,7,,Blussuvoll,nei
7160,Strindvegen,70,,Sentrum,nei
7160,Strindvegen,71,,Blussuvoll,nei
7160,Strindvegen,72,,Sentrum,nei
7160,Strindvegen,73,,Blussuvoll,nei
7160,Strindvegen,74,,Sentrum,nei
7160,Strindvegen,75,,Blussuvoll,nei
7160,Strindvegen,77,,Blussuvoll,nei
7160,Strindvegen,9,,Blussuvoll,nei
7170,Stubbanvegen,,,Nidarvoll,ja
7180,Stubbsvingen,,,Nidarvoll,ja
7182,Stubbvegen,,,Saupstad,ja
7190,Stuttvegen,,,Falkenborg,ja
9264,Stykkesvegen,,,Byåsen,ja
7200,Styrmannsgata,,,Falkenborg,ja
1400,Ståggåvegen,,,Klæbu,ja
7210,Suhms gate,,,Sentrum,ja
7220,Sunnlandsskrenten,,,Nidarvoll,ja
7230,Sunnlandsvegen,,,Nidarvoll,ja
7240,Svalevegen,,,Sentrum,ja
7245,Svalsbergstien,,,Byåsen,ja
1442,Svartdalsvegen,,,Klæbu,ja
7248,Svartholtet,,,Rosten,ja
1413,Sveanvegen,,,Klæbu,ja
7250,Sveiservegen,,,Falkenborg,ja
7260,Sverdrups vei,,,Sentrum,ja
1289,Sverdvegen,,,Klæbu,ja
7267,Sverre Hassels vei,,,Sentrum,ja
7300,Sverre Støstads vei,,,Rosten,ja
7310,Sverre Svendsens veg,,,Falkenborg,ja
7290,Sverres gate,,,Sentrum,ja
7270,Sverresborg alle,1,,Sentrum,nei
7270,Sverresborg alle,10,A,Sentrum,nei
7270,Sverresborg alle,10,B,Sentrum,nei
7270,Sverresborg alle,11,,Sentrum,nei
7270,Sverresborg alle,12,,Sentrum,nei
7270,Sverresborg alle,13,,Sentrum,nei
7270,Sverresborg alle,14,,Sentrum,nei
7270,Sverresborg alle,16,,Sentrum,nei
7270,Sverresborg alle,2,,Sentrum,nei
7270,Sverresborg alle,3,,Sentrum,nei
7270,Sverresborg alle,30,,Sentrum,nei
7270,Sverresborg alle,32,,Sentrum,nei
7270,Sverresborg alle,33,,Sentrum,nei
7270,Sverresborg alle,34,,Sentrum,nei
7270,Sverresborg alle,35,,Sentrum,nei
7270,Sverresborg alle,36,A,Sentrum,nei
7270,Sverresborg alle,36,B,Sentrum,nei
7270,Sverresborg alle,40,,Byåsen,nei
7270,Sverresborg alle,5,,Sentrum,nei
7270,Sverresborg alle,7,,Sentrum,nei
7270,Sverresborg alle,8,A,Sentrum,nei
7270,Sverresborg alle,8,B,Sentrum,nei
7270,Sverresborg alle,8,C,Sentrum,nei
7270,Sverresborg alle,8,D,Sentrum,nei
7270,Sverresborg alle,8,E,Sentrum,nei
7270,Sverresborg alle,8,F,Sentrum,nei
7270,Sverresborg alle,8,G,Sentrum,nei
7270,Sverresborg alle,8,H,Sentrum,nei
7270,Sverresborg alle,8,I,Sentrum,nei
7270,Sverresborg alle,8,K,Sentrum,nei
7270,Sverresborg alle,8,L,Sentrum,nei
7270,Sverresborg alle,8,M,Sentrum,nei
7270,Sverresborg alle,9,,Sentrum,nei
7280,Sverresdalsveien,,,Byåsen,ja
1406,Svevegen,,,Klæbu,ja
7320,Svolderveien,,,Falkenborg,ja
7330,Sylvester Sivertsons gate,,,Sentrum,ja
7340,Symrevegen,,,Nidarvoll,ja
7345,Syrinvegen,,,Falkenborg,ja
9336,Sæterbakken,,,Falkenborg,ja
9328,Sætervangvegen,,,Nidarvoll,ja
7347,Søbekkbakken,,,Romolslia,ja
7350,Søbstadvegen,,,Saupstad,ja
7355,Søndre Berg,,,Blussuvoll,ja
7360,Søndre Eberg gate,,,Blussuvoll,ja
7375,Søndre Husebytun,,,Saupstad,ja
7380,Søndre Jonsgate,,,Sentrum,ja
7385,Søndre Risvolltun,,,Nidarvoll,ja
7370,Søndre gate,,,Sentrum,ja
7388,Søravegen,,,Saupstad,ja
7390,Sørbruvegen,,,Saupstad,ja
1287,Sørekkervegen,,,Klæbu,ja
7393,Sørenga,,,Nidarvoll,ja
9008,Sørnypvegen,,,Saupstad,ja
1429,Søråsvegen,,,Klæbu,ja
7396,Tambs Lyches veg,,,Nidarvoll,ja
7395,Tamburhaugen,,,Romolslia,ja
7400,Tampereveien,,,Byåsen,ja
1404,Tanemsbruvegen,,,Klæbu,ja
1292,Tanemsmovegen,,,Klæbu,ja
1443,Tanemsåsvegen,,,Klæbu,ja
7410,Tankvegen,,,Blussuvoll,ja
7420,Taraldsgårdsveita,,,Sentrum,ja
7422,Teglbrennerveien,,,Sentrum,ja
7423,Teglverket,,,Blussuvoll,ja
7425,Teglverkstunet,,,Blussuvoll,ja
7430,Tellefsens gate,,,Sentrum,ja
7440,Tempevegen,,,Nidarvoll,ja
7445,Terminalen,,,Rosten,ja
7448,Tesliåsen,,,Falkenborg,ja
7450,Tessems veg,,,Falkenborg,ja
7460,Thaulowbakken,,,Sentrum,ja
7462,Thaulowkaia,,,Falkenborg,ja
9437,Theodor Overwiens veg,,,Falkenborg,ja
7465,Theodor Petersens veg,,,Blussuvoll,ja
7470,Thomas Angells gate,,,Sentrum,ja
7480,Thomas Hirsch gate,,,Falkenborg,ja
7490,Thomas von Westens gate,,,Falkenborg,ja
7500,Thoning Owesens gate,,,Falkenborg,ja
7510,Thora Storms vei,,,Sentrum,ja
7520,Thorry Kiærs veg,,,Falkenborg,ja
7530,Thorvald Erichsens vei,,,Byåsen,ja
7540,Thrond Nergaards veg,,,Falkenborg,ja
7550,Tidemands gate,,,Sentrum,ja
7558,Tiller-ringen,1,,Rosten,nei
7558,Tiller-ringen,100,,Rosten,nei
7558,Tiller-ringen,102,,Rosten,nei
7558,Tiller-ringen,103,,Rosten,nei
7558,Tiller-ringen,104,,Rosten,nei
7558,Tiller-ringen,106,,Rosten,nei
7558,Tiller-ringen,11,A,Rosten,nei
7558,Tiller-ringen,11,B,Rosten,nei
7558,Tiller-ringen,11,C,Rosten,nei
7558,Tiller-ringen,11,D,Rosten,nei
7558,Tiller-ringen,11,E,Rosten,nei
7558,Tiller-ringen,11,F,Rosten,nei
7558,Tiller-ringen,11,G,Rosten,nei
7558,Tiller-ringen,11,H,Rosten,nei
7558,Tiller-ringen,13,,Rosten,nei
7558,Tiller-ringen,140,,Rosten,nei
7558,Tiller-ringen,143,,Rosten,nei
7558,Tiller-ringen,144,A,Rosten,nei
7558,Tiller-ringen,144,B,Rosten,nei
7558,Tiller-ringen,144,C,Rosten,nei
7558,Tiller-ringen,144,D,Rosten,nei
7558,Tiller-ringen,144,E,Rosten,nei
7558,Tiller-ringen,144,F,Rosten,nei
7558,Tiller-ringen,145,,Rosten,nei
7558,Tiller-ringen,146,,Rosten,nei
7558,Tiller-ringen,147,,Rosten,nei
7558,Tiller-ringen,148,A,Rosten,nei
7558,Tiller-ringen,148,B,Rosten,nei
7558,Tiller-ringen,15,,Rosten,nei
7558,Tiller-ringen,150,,Rosten,nei
7558,Tiller-ringen,152,,Rosten,nei
7558,Tiller-ringen,154,A,Rosten,nei
7558,Tiller-ringen,154,B,Rosten,nei
7558,Tiller-ringen,154,C,Rosten,nei
7558,Tiller-ringen,154,D,Rosten,nei
